,company,idandtype,review_counts,reviewid,date,total_rating,interest_sat,online_sat,prof_sat,service_sat,review
171,suhyup,848MORT,3,7470,2016. 04. 13.,1.5,1,1,2,2,"1.수협은행이면 타 지점에서 ㅡ즉 회사에서 가까운 지점에서도 서류 제출 및 사인 등의 절차가 이뤄지면 좋겟는데

대중교통 1시간 이상 걸리는 지점까지 휴가를 내고 가야하니 너무 힘들었음

분양받은 오피스텔에서 일방적으로 정해준 은행과 지점이라-내가 바꿀수만 있다면 바꾸고 싶엇음



2.적어도 과장 급 이상이 대출은 상담해야 한다고 봄

저는 사원이 진행하는데

질문해도 짜증내고

필요한 서류를 똑바로 말 안해줘서

추후에 등기로 다시 보냈어요



3.금리가 3개월 변동인데

은행은 우대금리받게 안하려는지

지금 수협에 넣는 적금이나 잔고 카드실적에 대한 피드백 전혀안줌

내가 하나하나 다 챙겨야함



4.2년 지나면 다른 은행으로 갈아탈 것임



5.대출을 일억오천이나 받았는데

인터넷뱅킹 수수로 유대 전혀없고

알림서비스도 유료로 내라고 함

"
172,suhyup,848MORT,3,7471,2016. 04. 13.,1.75,1,2,2,2,수협은 갑자기 집을 이전해야해서 높은 금리로 받다보니 윤리금 균등으로 갚고자해도 은행에서 해주질 않아서 6년째 높은 이자만 내고 있으면 카드사에 론은 작은 금액을 그나마 서류 준비 없이 전화한통화로 받을수 있어서 좋은것 같다 2금융도 정부에서 서민들을 위해서 펴는 정책에 같이 동참할수 있었음 좋겠다 따지고보면 1금융권보다 2금융권 대출자들이 더 어렵게 사는건 당연한건데 모든 정책이 1금융권에 몰린것같다
173,woori,40MORT,39,1390,2016. 06. 30.,5.0,5,5,5,5,"아파트 대출 1억을 받아야 하는 상황에서 대출 비교 분석에서 부터 상담사분이, 중도상환수수료 설명, 월 이자 및 원금 월상환금액, 등기까지 친절하게 안내해주십니다. 대출금리 인하 충족요건(카드, 관리비이체 등)도 안내해주셔서 너무 금리 인하 조건도 생각해볼수 있어 좋습니다."
174,woori,40MORT,39,1391,2016. 04. 28.,5.0,5,5,5,5,"상담시 매우친절하였습니다.
지금도 상담요청합니다. 이유는 담보대출 변경하려고 최저 금리대출 알아보고있어요.
감사합니다."
175,woori,40MORT,39,1392,2016. 04. 13.,4.5,4,4,5,5,"집담보는 금액이 크다보니 부담감이 컸는데 창구에서 직원분이 처음부터 끝까지 친절히 필요한 서류까지 적어주어 편리했다 하지만, 나라에서 시행하는 디딤돌 대출이였기때문에 단점이나 불편한 점은 없었다."
176,woori,40MORT,39,1393,2016. 04. 13.,2.5,2,3,3,2,"딱히 좋다고 느낀점없음 하지만, 금리 인하요인이 있었으나, 불친절한 태도로 응대함. 대환 못 받을뻔했음"
177,woori,40MORT,39,1394,2016. 04. 13.,4.25,4,4,4,5,"대출상담이 좋음 하지만, 금리가 타은행에 비해 싸진 않음"
178,woori,40MORT,39,1395,2016. 04. 13.,4.0,4,4,4,4,"창구에서 주택대출 상담을 친절하게 해주어서 좋았음 하지만, 전화응대는 불친절함"
179,woori,40MORT,39,1396,2016. 04. 13.,3.75,3,4,4,4,"담보대출을 받았는데 상담을 잘해주셔서 불편한 거 없었음 하지만, 변화가 필요함"
180,woori,40MORT,39,1397,2016. 04. 13.,3.25,3,3,4,3,"주택담보대출을 받았는데 1금융권인만큼 충분한 지식, 단점은 너무 긴 대기시간"
181,woori,40MORT,39,1398,2016. 04. 13.,3.75,3,4,4,4,"주택담보대출을 받았는데 금리가 저렴함, 단점은 대출을 받는 절차가 복잡함"
182,woori,40MORT,39,1399,2016. 04. 13.,3.25,3,3,3,4,"친절히 응대해주어 좋음, 단점은 다른 은행에 비해 금리가 높음"
183,woori,40MORT,39,1400,2016. 04. 13.,3.5,4,3,3,4,"대출기간이 길어서 상환에 대한 부담을 덜 수 있게 되어 좋음, 단점은 변동금리로 가입했더니 급변하는 시장 상황에 따라 금리 변동도 심해서 부담있음"
184,woori,40MORT,39,1401,2016. 04. 13.,4.0,5,3,5,3,"주택금융공사상품으로 고정금리로 장기간 납부가가능해서 좋음, 단점은 생애최초주택자금대출이 한번만 가능하는 점이 불만임"
185,woori,40MORT,39,1402,2016. 04. 13.,4.0,3,4,4,5,"회사와 연계되어 금리 및 대출한도 등 임직원 혜택이 좋음, 단점은 제2금융권 대비해서 금리 혜택이 적은게 아쉽다"
186,woori,40MORT,39,1403,2016. 04. 13.,3.0,2,3,4,3,"은행 지점이 많아 접근성이 좋음, 단점은 금리가 높고 대출 갈아타는게 힘들고 대출금도 원하는 만큼 받기 들게 제도가 되어있다"
187,woori,40MORT,39,1404,2016. 04. 13.,4.0,4,4,4,4,"직원들이 친절하며 기본적으로 서비스가 우수한 거 같다, 단점은 하지만 상품에 대한 구두설명시 부족한 점이 많음"
188,woori,40MORT,39,1405,2016. 04. 13.,3.5,4,4,4,2,"금리가 낮아서 추천하고싶다, 단점은 직원이 전문성 떨어져서 내가 알아봐서 따져서 했다"
189,woori,40MORT,39,1406,2016. 04. 13.,4.0,4,4,4,4,"인터넷으로 수시로 원금갚을수있어서편하다, 단점은 대출 받으로 갔을때 대출에대한 직원 전문성 부족으로 방문을 불가피하게 또 하게 되었다"
190,woori,40MORT,39,1407,2016. 04. 13.,4.0,4,4,4,4,"우리은행 주택담보대출은 금리가 상대적으로 저렴한 편이었음, 단점은 조기상환수수료가 높고 원리금균등상환 방식으로 선택하지 못해서 상환이자 부담이 큼"
191,woori,40MORT,39,1408,2016. 04. 13.,2.75,2,2,4,3,서류작성은 수월하게 진행했으나 구체적인 설명 부족하였고 타 은행보다 금리가 높은 편이었음
192,woori,40MORT,39,1409,2016. 04. 13.,5.0,5,5,5,5,"결혼을 앞두고 대출을 알아보다..

주거래은행인 우리은행에 대출을 알아보니..생각했던 대출금보다 더 이용할수있어서 좋았던거같습니다..총 4,600을대출받고.. 우대금리로 2.83%의 금리로 대출을 이용 할 수있었습니다..

"
193,woori,40MORT,39,1410,2016. 04. 13.,3.75,4,3,4,4,작년 중반쯤 아파트를 하나 분양받았는데 그때 당시 시행사에서 아파트집단담보대출을 추천해대출을 받게 되었습니다~그래서 은행및금리를 선택하여 대출을 진행할수는 없었지만 꽤 괜찮은 조건으로 2억여원을 2프로대로 입주때까지 받을수 있어서 
194,woori,40MORT,39,1411,2016. 04. 13.,3.0,3,3,3,3,금리가낮아 이자부담이덜하다
195,woori,40MORT,39,1412,2016. 04. 13.,2.75,3,3,2,3,대출 받는데 시간이 너무 걸립니다. 
196,woori,40MORT,39,1413,2016. 04. 13.,3.5,4,3,3,4,아파트 입주를 하면서 부족한 금액을 대출 받았습니다. 아파트 앞에 우리은행과 국민은행 대출 안내인이 있었는데 국민은행이 주거래은행이었음에도 오히려 우리은행 금리가 더 낮아서 우리은행에서 대출을 받았습니다.
197,woori,40MORT,39,1414,2016. 04. 13.,4.5,4,4,5,5,창구에서설명을 잘해주셔서 이용에 불편함은 없었던것같다.  자세하게 설명해주면 이용하는 고객입장에서 너무 좋은것같다
198,woori,40MORT,39,1415,2016. 04. 13.,3.5,3,2,5,4,"첫 대출이라 어떻게 해야하는지 전혀 모르는 상태였는데 일단 부동산에서 은행 직원분을 잘 연결해주셨습니다. 

그리고 제가 퇴근하고 난 저녁시간까지 은행 직원분이 따로 시간을 내서 부동산으로 와 주시고 필요한 서류, 절차 그리고 적금/뱅킹 가입 등에 따른 추가 지원되는 부분도 알려주셔서 편하게 잘 상담받았습니다. 변동금리인데 이후로 금리가 오르지 않아 예상금액 내에서 대출이자 및 원금을 잘 갚아나가는 중입니다. "
199,woori,40MORT,39,1416,2016. 04. 13.,4.0,4,3,4,5,"2월 우리은행에서 주택담보대출을 받았습니다 처음에는 주택금융공사 대출을 받으려다가 직원실수반 제실수반으로 인해 잔금일 일주일전에 은행에서 대출받는것으로 급하게 서류를준비하게되었네요

이율은 오히려 낮아져서 좋았는데 주택금융공사는 1년거치 고정금리였는데 은행측은 거치도 없고 5년 고정이라 그부분이 조금 걱정스러웠습니다

당당직원의 늦은저녁시간이나 휴일에도 애써주셔서 너무감사했네요"
200,woori,40MORT,39,1417,2016. 04. 13.,3.5,5,3,3,3,아파트 분양 후 입주할때 중도금 부분을 대출받았는데 집에서 가깝고 금리가 싸서 우리은행을 선택했습니다. 
201,woori,40MORT,39,1418,2016. 04. 13.,3.75,3,3,4,5,"6년전 작은 빌라를 투자용으로 구입하면서 2500 대출을 받았는데 6%정도의 금리라 이자가 많이 나왔다 한동안 집값이떨어져 금리가 반으로 떨어졌음에도 대출을 갈아타지 못했다.

그러던 중 혹시나 싶어 대출을 갈아탈수 있을까 싶어 알아봤는데 친절시 상담해주시고 알려주셔서 다행이었다."
202,woori,40MORT,39,1419,2016. 04. 13.,3.25,3,2,4,4,주택을 구입하는 과정에서 주택담보대출을 받았습니다. 변동금리로 하면 금리가 더 낮을 수 있었으나 최대한 고정금리를 원하여 35년 만기에 5년 고정금리 조건으로 1억원을 대출받았습니다. 5년이면 앞으로 추이를 보고 조기상환도 고려해 볼만할 정도의 기간이라 좋다 생각했고 은행에서도 카드 가입과 2만원짜리 청약적금 정도의 조건으로 진행하여 어렵지 않았습니다.
203,woori,40MORT,39,1420,2016. 04. 13.,3.25,3,3,3,4,"작년 LH주공 아파트입주후 입주 잔금 지급을 위해 주거래 은행인 우리은행에 주택담보대출을 받았는데 이율이나 상환 방식이 대출 실행시 만족스럽지 못했습니다. 꾸준히 주거래은행으로 관리했고 수신 금액도 좋았는데 개인 사업자라는 이유로 신용이 좋지 않다라곤 이야기 하지만 설득력이 없어 보였습니다.

신용도도 중요 하지만 앞으론 주거래 이력을 더 고려 바랍니다."
204,woori,40MORT,39,1421,2016. 04. 13.,3.0,3,3,3,3,아파트 분양으로인한 집단대출이었기 때문에 선택할수 있는 상황이아니였나 나름 나쁜진않았는데 변동금리라 아쉬움
205,woori,40MORT,39,1422,2016. 04. 13.,4.5,3,5,5,5,우리은행자택금리는 나라에서지원을해주기때문에 선택을할수있었다..금리도싸고 주거래가우리은행이라선택..햇살론생활자금은 지인으로인해알아보고갔는데 다른쪽보다 나라에서운영을 하는거라안전하고 금리도 다른댜출에비해 저렴하다.한도는 본인신용도에따라받는금액이틀리고 직원이어떻게진행을해야하는지세세히설명해줘완전편했다
206,woori,40MORT,39,1423,2016. 04. 13.,1.0,1,1,1,1,우리은행 주택담보 대출을 신청하러간 후 필요한 서류를 다 적어와서 다시 방문후 접수했지만 이후 3차례를 더 추가서류와 함께 방문을해야 했고 진즉 필요서류 상담할때 다얘기하지 사람피곤하게 5번이나 오게 만드냐고 따지니 은행규칙상이라는 말만되풀이 하고 뭘하나 물어봐도 잘 모르고 10년이 안된 1억 8천만원 자가 주택을 담보로 600만원 급히 소액대출 받는데도 이리 피곤할수가 없었다?10년이넘게 거래하는 은행인데도 그런상황이라 대출만 받고 모든  자동이체와 급여통장 펀드 적금 등 모든 거래를 우리은행과 끊고 신한은행으로 옮긴지 1년 다시1천만원이 필요한 상황이 와서 지난 기억을 떠올리며 대출신청했고 의외로 너무간단히 대출이 됐고 상담하러 한번간거 외에는 대출서류조차도 
207,woori,40MORT,39,1424,2016. 04. 13.,3.25,4,4,3,2,아이가 둘이 되면서 현재살고있는집이 좁아 평수를 늘려갈려고 대출을 받았습니다. 작년8월에 몇군대 은행을 둘러 상담을받고 우리은행에서 대출을 받았습니다.우리은행은 집에서도 가깝고 계속거래하던 은행이었기에 선택하였습니다. 
208,woori,40MORT,39,1425,2016. 04. 13.,2.25,2,3,2,2,"대출을 결정하는데 있어서 주관적인 기준은 단 한 가지, 상환능력입니다. 저도 대부분의 경우와 마찬가지로 대출분야에 대해서는 비전문가이기 때문에 대출에 앞서 인터넷으로 주거래은행을 비롯한 시중의 주요 은행들의 대출한도, 이자율, 혜택 등을 면밀히 공부하고 대출상담에 임하였기  때문에 상담자의 추가설명은 단지 참고정보에 불과했습니다. 그만큼 상담자들은 기계적인 상담만을 한다는 것을 느꼈습니다. 향후 금리는 내릴 여유보단 올릴 가능성에 무게를 두고 고정금리로 결정했고 3%는 감당할 수 있는 금리라고 판단했으며 상환기간은 30년으로 하되 중도상환수수료가 없으니 목돈이 생길때마다 갚아나가서 이자의 부담을 줄일 계획입니다. 위와 같은 조건으로 5,000 만원을 주거래은행인 우리은행에서 주택담보대출을 받게 되었습니다."
209,woori,40MORT,39,1426,2016. 04. 13.,3.75,3,4,4,4,"전세로 살다 갑자기 집을 사게 되면서 많이 어려웠는데 다행이 주택담보대출이 되서 무리없게 살수 있었어요
이제는 이사 안기도 되고 누가 머라고 안해서 좋아요.
그리고 열심히 일해서 갚을일만 남았네요"
210,woori,40MORT,39,1427,2016. 04. 13.,3.0,3,3,3,3,집 구매시 부동산 소개로 시간이 임박하여 우리은행을 통해 대출 받았습니다. 타은행과 비교하여 금리가 만족스럽지 않아 3년 이후에는 갈아타려고합니다
211,woori,40MORT,39,1428,2016. 04. 13.,3.75,4,3,4,4, 촉박하게 주택자금을처리해야됐었는데 빠른일처리로 급하게 대출을 받을수있었습니다. 한가지아쉬운점은 제출해야되는 서류가 많아서 약간의 시간이 소비가된점
