,idandtype,productname,interest_type,company,lowest_rate,highest_rate,last_month_interest,maximum_period,preference,redemption_fee,related_fee,review_counts,average_rate
176,32MORT,우리아파트론(모기지보험),변동,woori,0.0,0.0,0.0,30,"▶주택담보대출 : 1.3%
[①~⑩ = 1.1%]
[⑪ = 0.2%]
①대출 기간 중 급여이체 고객 또는 연금수급권자로서 당행 통장으로 연금수령 고객 (0.30%)
②제세공과금 또는 관리비 매월 자동이체 고객 (0.10%)
③대출 기간중 3개월 간 신용카드 정상 결제실적(현금서비스 제외) 50만원 이상 (0.20%)
④자동이체 등록된 「월 10만원 이상의 적립식 예금(간접투자상품 제외)」 또는 매월 납입하는 「주택청약종합저축(청약저축 포함)」 가입 및 유지고객 (0.30%)
⑤CSS(SCS) 5등급 이상 (0.10%)
⑥스마트뱅킹 보유 또는 우리삼성페이 가입 고객 (0.10%)
⑦다자녀(3명이상), 다문화 우대 (0.10%)
⑧체크카드 보유 고객 (0.10%)
⑨가맹점결제계좌 가입 고객 (0.10%)
⑩주택담보대출 금리 우대(10년 초과 원리금(원금)분할상환대출만 해당) (0.1%~0.4%)
  ⓐ근저당권 설정 전용/원용 건 : 0.10%
  ⓑMCI 미가입 고객(아파트 담보대출만 적용) : 0.10%
  ⓒLTV 60% 이하 아파트 : 0.10%
  ⓓ인터넷 등기 가입고객 (권원보험 가입건은 제외) : 0.10%
⑪전액 비거치식 주택담보대출 가입 고객 (0.20%)","중도상환대출금액 × 중도상환수수료율 × (중도상환약정잔여일수 ÷ 중도상환약정기간)
* 대출취급 후 3년 이내 상환 시 : 1.5%
* 대출취급 후 3년 초과 상환 시 : 면제
* 단, 매년 최초 대출금액의 20% 범위내에서 상환하는 경우에는 면제입니다. (대출취급일 기준)","- 인지세 : 해당세액의 50%(대출금액 4천만원 이하시 없음)
- 국민주택채권 매입 : 대출금액 × 120% × 1% × 채권할인율
- 주택신보출연료(신규 주택구입시에 한함) : 0.09~0.29%",39,3.4
177,41MORT,우리아파트론(중도금) ,고정,woori,0.0,0.0,0.0,30,"영업점 문의 필요
","중도상환대출금액 × 중도상환수수료율 × (중도상환약정잔여일수 ÷ 중도상환약정기간)
* 중도상환시 대출만기까지 남아있는 기간에 따라 다르게 부과
* 대출취급 후 3년 이내 상환 시 : 1.5%","주택금융공사 보증료, 인지세 등",39,3.4
187,948MORT,일대(월수일시),고정,anguk_sb,8.0,10.0,8.6,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
188,1004MORT,일대(월수일시),고정,anyang_sb,6.0,13.0,6.72,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
189,876MORT,일대(월수일시),변동,daea_sb,3.5,7.5,6.7,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
190,956MORT,일대(월수일시),고정,daewon_sb,3.5,23.0,6.5,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
191,999MORT,일대(월수일시),고정,debec_sb,5.5,9.0,5.9,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
192,913MORT,일대(월수일시),고정,hansung_sb,4.5,9.5,5.75,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
193,758MORT,일대(월수일시),고정,jinju_sb,4.64,9.15,6.45,30,영업점 문의 필요,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
194,967MORT,일대(월수일시),고정,ki_sb,4.54,13.0,6.51,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
195,941MORT,일대(월수일시),고정,samho_sb,4.89,7.5,4.9,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
196,969MORT,일대(월수일시),고정,soulbrain_sb,6.0,13.0,7.8,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
197,872MORT,일대(월수일시),고정,union_sb,4.49,16.0,12.0,30,,- 중도상환금액x2%x(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
199,952MORT,일반자금대출,고정,cheongju_sb,6.5,15.0,6.5,30,,- 중도상환금액×2%×(대출잔여일수/대출기간),"- 소비자 일부부담: 인지세 50%
 - 소비자 전체부담: 주택채권매입비용, 근저당권 말소비용,변경등기",0,
200,918MORT,일반자금대출,고정,gumi_sb,3.9,7.9,4.94,30,,"- 신규설정 : 중도상환금액 × 2% × (대출잔여일수 ÷ 대출기간 총일수)
 - 기존설정 : 중도상환금액 × 1% × (대출잔여일수 ÷ 대출기간 총일수)","- 인지세 : 해당 세액 × 50%
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",0,
201,994MORT,일반자금대출,고정,hansung_sb,4.5,6.0,5.5,30,,"- 중도상환금액×
수수료율×
중도상환잔여일수/약정기간","- 인지세:5천이하(비과세), 
5천초과 시 고객부담(50%), 
주택채권매입비용",0,
202,905MORT,일반자금대출,고정,thek_sb,6.0,9.0,6.0,30,,"- 상환시 수시징구
[상환금액*1%*기간/대출기간]","- 인지세 : 대출금액별 해당세액 × 50%(대출금액 5천만원 이하시 없음)
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
 - 화재보험료",0,
204,965MORT,일반자금대출(주택담보대출),고정,daehan_sb,4.0,8.0,7.5,30,,- 중도상환금액 * [1%~2%] * (대출잔여일수/대출기간 총일수),"- 인지세 : 해당세액 * 50% (대출금액 5천만원 이하시 없음)
- 국민주택채권 매입 : 근저당설정금액 * 1% * 채권할인율",0,
205,630MORT,일반주택담보대출(구입),변동,dgb,3.51,5.5,3.41,30,"- 신용카드 이용실적 연계
- 급여이체
- 신용카드가맹점
- 우수고객
- 공과금 자동이체
- 신혼부부
- 다자녀(2명 이상)
- 거래실적 등
",중도상환수수료×1.0%×(3년-대출경과일수)÷3년(일수),"1.인지세:해당세액의 50%
2.국민주택채권매입비용 : 대출금액×115%×1%×채권할인율",2,4.0
206,624MORT,일반주택담보대출(생활),변동,dgb,3.51,5.24,3.42,30,"- 신용카드 이용실적 연계
- 급여이체
- 신용카드가맹점
- 우수고객
- 공과금 자동이체
- 신혼부부
- 다자녀(2명 이상)
- 거래실적 등
",중도상환수수료×1.0%×(3년-대출경과일수)÷3년(일수),"1.인지세:해당세액의 50%
2.국민주택채권매입비용 : 대출금액×115%×1%×채권할인율",2,4.0
212,9MORT,장기고정금리 모기지론,고정,woori,0.0,0.0,0.0,30,"영업점 문의 필요
","중도상환대출금액 × 중도상환수수료율 × (중도상환약정잔여일수 ÷ 중도상환약정기간)
* 대출취급 후 3년 이내 상환 시 : 1.5%
* 대출취급 후 3년 초과 상환 시 : 면제
* 매년 최초 대출금액의 10% 범위내에서 상환하는 경우에는 면제입니다. (대출취급일 기준)",,39,3.4
213,43MORT,장기고정금리 유동화 모기지론,고정,woori,0.0,0.0,0.0,30,"영업점 문의 필요
","중도상환대출금 X 수수료율(1.5%) X 만기까지 남아있는 기간 ÷ 대출기간
중도상환시 만기까지 남아있는 기간에 따라 다르게 부과
",,39,3.4
214,826MORT,장기모기지론,변동,shinhan,3.36,4.9,0.0,30,영업점 문의 필요,-중도상환해약금:중도상환대출금*1.4%*(대출잔여일수/대출기간),"- 인지세: 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권매입: 대출금액*120%*1%*채권할인율",27,3.2
215,856MORT,장기주택자금대출,고정,suhyup,3.46,5.56,0.0,30,,"중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간**)

* 1.5%
** 대출기간이 3년을 초과하는 경우 3년","1. 인지세 : 해당세액의 50%

2. 국민주택채권 매입비용 : 대출금액 X  120% X 1% X 채권할인율

3. 화재보험료 (아파트외 물건지에 한함)",3,2.0
228,658MORT,제주장기모기지론,변동,jeju,2.41,6.67,3.38,30,영업점 문의 필요,"중도상환금액×1.3%×대출잔여일수/대출기간
3년경과시 면제","인지세 50%
주택채권매입비용",1,4.0
229,656MORT,제주홈대출,변동,jeju,2.61,6.67,3.39,30,"- 급여이체, 연금수급계좌 보유 0.20%
- 아파트 관리비, 공과금자동이체 0.10%
- 신용(체크)카드, 카드결제계좌 신규 0.10%
- 최근 3개월 신용카드 사용실적 100만원 이상 0.10%
- 퇴직연금 가입자 0.10%
- Tops 고객 0.10%
- 우량고객 0.20%
","중도상환금액×1.3%×대출잔여일수/대출기간
3년경과시 면제","인지세 50%
주택채권매입비용",1,4.0
231,155MORT,주거안정주택구입자금,고정,kb,0.0,0.0,0.0,30,"- 다자녀가구 0.5%
- 다문화, 장애인가구는 0.2%
(중복적용불가)
","영업점 문의 필요
","인지세 : 고객/은행 각 50%씩 부담
근저당권설정비 : 은행부담(단, 국민주택채권매입 비용은 고객부담)",47,3.4
232,157MORT,주거안정주택구입자금,고정,kebhana,0.0,0.0,0.0,30,"- 다자녀가구 0.5%
- 다문화, 장애인가구는 0.2%
(중복적용불가)","영업점 문의 필요
","인지세 : 고객/은행 각 50%씩 부담
근저당권설정비 : 은행부담(단, 국민주택채권매입 비용은 고객부담)",24,3.5
233,156MORT,주거안정주택구입자금,고정,shinhan,0.0,0.0,0.0,30,"- 다자녀가구 0.5%
- 다문화, 장애인가구는 0.2%
(중복적용불가)
","영업점 문의 필요
","인지세 : 고객/은행 각 50%씩 부담
근저당권설정비 : 은행부담(단, 국민주택채권매입 비용은 고객부담)",27,3.2
234,151MORT,주거안정주택구입자금,고정,woori,0.0,0.0,0.0,30,"- 다자녀가구 0.5%
- 다문화, 장애인가구는 0.2%
(중복적용불가)
","영업점 문의 필요
","인지세 : 고객/은행 각 50%씩 부담
근저당권설정비 : 은행부담(단, 국민주택채권매입 비용은 고객부담)",39,3.4
235,47MORT,주택금융공사 모기지론 (보금자리론),고정,shinhan,0.0,0.0,0.0,30,"영업점 문의 필요
","3년 이내 차등적용
대출실행일로부터 경과일수별 슬라이딩 방식
면제사유: 취급 후 3년 경과","인지세: 인지세법에 의해 대출약정 체결시 납부하는 세금으로 대출금액에 따라 세액이 차등 적용되며, 은행과 고객이 각 50% 씩 부담합니다.  
대출금액 (4천만원 이하: 없음, 4천 초과 5천 이하: 4만원, 5천 초과 1억 이하: 7만원, 1억 초과 10억 이하: 15만원, 10억원 초과: 35만원)",27,3.2
236,20MORT,주택금융공사보금자리론,고정,sc,0.0,0.0,0.0,30,"- 가족사랑 우대금리 0.1%(u-보금자리론의 경우만 해당)
(자격조건: u-보금자리론 신청인의 직계존비속(배우자의 직계존비속 포함)이 공사의 전세자금보증,주택연금 중 하나를 이용하고 있는 경우)
- ""안심주머니"" 앱(App.)에서 ""금리할인"" 쿠폰 발급받은 경우 0.02%p 금리우대",조기상환원금 ×조기상환수수료율(1.2%) × [(3년-대출경과일수) ÷ 3년],,13,3.8
237,951MORT,주택담보대출,변동,aju_sb,5.85,10.0,7.15,30,,- 2%,"- 주택채권매입비, 인지세, 말소비용",0,
238,744MORT,주택담보대출,고정,asan_sb,5.0,9.0,6.86,30,영업점 문의 필요,- 중도상환금액×[1%~2%]×(대출잔여일수÷대출기간 총일수),- 인지대:고객 50%부담(5천만원이하 면제),0,
239,725MORT,주택담보대출,고정,bulim_sb,3.52,12.0,6.0,30,영업점 문의 필요,- 중도산환금액*중도상환수수료율(연0~2%)*대출잔여일수/대출기간총일수,"- 인지세:고객과 저축은행이 각50%씩 부담(5천만원이하는 인지세 없음)
 - 근저당권관련비용: 국민주택채권매입비,법무사 수수료",0,
240,966MORT,주택담보대출,고정,central_sb,4.5,13.0,5.5,30,,- 2%,"- 인지세 : 
고객, 금융회사 50%씩 부담
(5,000만원 
이하는 
해당사항없음)",0,
241,754MORT,주택담보대출,고정,ch_sb,5.98,6.73,6.62,30,영업점 문의 필요,- 중도상환금액 × [1.5%~2%] × (대출잔여일수 ÷ 대출기간 총일수),"- 인지세 : 해당 세액 × 50%
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",0,
242,932MORT,주택담보대출,고정,dh_sb,6.0,7.5,6.75,30,,- 1.0%,- 인지세 : 해당세액 × 50%(대출금액 5천만원 미만시 없음),0,
243,911MORT,주택담보대출,고정,dm_sb,3.5,9.9,4.0,30,,"- 0.5%~2%, 중도상환금액×수수료율×대출잔여일수/대출기간","- 5,000만원 초과시 인지세50%부담",0,
244,962MORT,주택담보대출,고정,incheon_sb,8.0,18.0,15.0,30,,- 중도상환금액×2%×(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당 세액 × 50%
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",0,
245,957MORT,주택담보대출,고정,ji_sb,4.0,12.0,6.8,30,,"- 중도상환금액*수수료율(1~2%)
*잔여일수/대출기간","- 인지세 : 채무자 1/2 부담
- 주택채권매입비: 설정금액*1%*3%",0,
246,998MORT,주택담보대출,변동,kukje_sb,6.29,7.99,7.5,30,,- 2%,- 인지세 : 해당금액의 고객과 은행이 각각 1/2부담(5천만원 이하 면제),0,
247,980MORT,주택담보대출,고정,nh_life,2.78,2.78,2.78,30,,중도상환원금 X 1.4% X (대출잔여일수/3년),"- 인지세 : 해당세액의 50%
- 국민주택채권매입액 : 대출금액 X 120% X 1% X 채권할인율",0,
248,769MORT,주택담보대출,변동,ok_sb,4.5,9.5,6.35,30,영업점 문의 필요,- 중도상환금액 × 2% × (3년-경과일수) ÷ 3년,"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 매입비 : 대출금액 × 120% × 1% × 채권할인율",0,
249,938MORT,주택담보대출,고정,osung_sb,3.5,6.0,3.6,30,,"- 1년이내 : 중도상환금액*2.0%*대출잔여일수/대출기간 총일수
- 2년이내 : 중도상환금액*1.5%*대출잔여일수/대출기간 총일수
- 3년이내 : 중도상환금액*1.0%*대출잔여일수/대출기간 총일수",- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음),0,
250,946MORT,주택담보대출,고정,pureun_sb,6.8,10.0,6.8,30,,"- 중도상환금액×2%×
대출잔여일수/약정기간","- 인지세의 50%,
주택채권매입비용",0,
251,818MORT,주택담보대출,고정,sc,3.66,3.96,3.27,30,"영업점 문의 필요
","조기상환원금 × 1.4% × [(3년-대출경과일수) / 3년]
매년 대출잔액의 10% 까지 중도상환수수료 면제","인지세 : 해당세액의 50% (대출금액 5천만원 이하 시 없음)
국민주택채권 매입 : 대출금액 * 120% * 1% * 채권할인율
화재보험료 : 아파트 및 주거용 오피스텔 외 물건지에 한함",13,3.8
252,731MORT,주택담보대출,고정,seram_sb,4.0,12.0,8.1,30,영업점 문의 필요,- 중도상환금액 × 2% × (대출잔여일수 / 대출약정기간),"- 인지세 : 해당세액의 50%
- 화재보험료(아파트 외 물건지에 한함)",0,
253,767MORT,주택담보대출,고정,shinhan_sb,5.7,18.0,5.7,30,영업점 문의 필요,- 중도상환금액×2%×(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)
 - 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",0,
254,914MORT,주택담보대출,고정,sj_sb,7.8,16.0,8.6,30,,- 중도상환금액 x 2% x (대출잔여일수 / 대출기간 총일수),"- 인지세 : 해당세액 x 50%
(대출금액 5천만원 이하시 없음)
- 국민주택채권 매입 : 대출금액 x 130% x 1% x 채권할인율",0,
255,937MORT,주택담보대출,고정,smart_sb,3.3,5.5,3.56,30,,"- 2%이내
(중도상환금액×[~2%]×(대출잔여일수÷대출기간 총일수))","- 인지세 : 해당세액 × 50%(대출금액 5천만원 미만시 없음)
 - 주택채권매입비 : 대출금액 × 130% × 1% × 채권할인율",0,
256,1017MORT,주택담보대출,고정,ts_sb,4.5,15.0,5.5,30,,- 중도상환금액×2%×(대출잔여일수÷대출기간 총일수),- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음),0,
257,729MORT,주택담보대출,고정,yc_sb,5.8,14.0,6.8,30,영업점 문의 필요,- 중도상환금액×2%×(대출잔여일수÷대출기간 총일수),"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음) 
 - 전입조사료(50%)
 - 화재보험료",0,
258,883MORT,주택담보대출 (일반형),변동,samsung_life,2.99,5.2,2.94,30,,"- 중도상환금액 X 2% X 중도상환수수료부과잔존일수 
- 중도상환수수료 총 부과일수(대출원금의 50%까지 상환수수료 면제)","인지세(50%), 
채권매입비용",7,3.6
259,881MORT,주택담보대출 (한도형),변동,samsung_life,3.28,4.8,3.76,30,,없음,"인지세(50%), 
채권매입비용",7,3.6
260,751MORT,주택담보대출(월수일시),고정,dream_sb,4.5,17.0,4.5,30,영업점 문의 필요,- 중도상환금액×2%×(대출잔여일수÷대출기간 총일수),- 인지세 : 해당세액 × 50%,0,
264,672MORT,집집마다 도움대출,변동,bnkgn,3.71,4.62,4.11,30,영업점 문의 필요,"중도상환대출금*1%*대출잔여기간(단, 취급후3년경과시면제,최초취급액의30%면제)","인지세:해당세액의 50%(대출금 5천만원 미만시 없음)
주택신보출연료(주택자금분류시)
국민주택채권매입비:대출금*110%*1%*채권할인율
주택신보출연료(주택자금용도)",0,
265,1015MORT,집집마다 도움대출II,변동,bnkgn,2.49,5.01,3.87,30,,"취급후1년이내1.5%,취급후2년이내1%,취급후3년이내0.5%(단, 취급후3년경과시면제,최초취급액의30%면제)","인지세:해당세액의 50%(대출금 5천만원 미만시 없음)
주택신보출연료(주택자금분류시)
국민주택채권매입비:대출금*110%*1%*채권할인율
주택신보출연료(주택자금용도)",0,
266,668MORT,집집마다 안심대출,고정,bnkgn,2.85,3.51,2.93,30,영업점 문의 필요,"중도상환대출금*1%*대출잔여기간(단, 취급후3년경과시면제,최초취급액의30%면제)","인지세:해당세액의 50%(대출금 5천만원 미만시 없음)
주택신보출연료(주택자금분류시)
국민주택채권매입비:대출금*110%*1%*채권할인율
주택신보출연료(주택자금용도)",0,
268,711MORT,채움고정금리모기지론,고정,nh,3.04,4.86,3.18,30,영업점 문의 필요,"중도상환원금 × 1.4% × (잔여기간 ÷ 대출기간)
  - 대출기간 : 3년을 초과하는 경우 3년","1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료",30,3.5
269,904MORT,채움모기지론,고정,nh,2.12,4.14,3.33,30,,"중도상환원금 × 1.4% × (잔여기간 ÷ 대출기간)
  - 대출기간 : 3년을 초과하는 경우 3년","1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료",30,3.5
273,48MORT,퍼스트홈론,고정,sc,0.0,0.0,0.0,30,"영업점 문의 필요
","면제 (매년 대출잔액의 10%이내 상환 시)
3년이내 상환 시 기간별로 상환금액의 1.5%(중도상환수수료는 경과일수에 따라 차등 적용)","근저당설정비의 채권매입 또는 채권할인료, 인지세 (50%)
한도거래 미사용 수수료 : 미사용 잔액의 연0.3% (단, 한도 사용율 60%이상인 경우 면제)",13,3.8
274,733MORT,페퍼홈론,변동,pepper_sb,3.9,7.39,6.19,30,영업점 문의 필요,- 연 2%,"- 인지세의 50%, 선순위 말소 비용, 국민주택채권 할인료(설정시)",0,
276,897MORT,프로미아파트151,변동,dongbu_ins,3.44,4.36,3.83,30,,- 중도상환금액×1.5%× (대출잔여일수÷3년),"- 인지세 : 해당세액의 50%
- 주택채권매입비용 : 대출금액 × 120% × 1% × 채권할인율",0,
277,958MORT,프로미아파트155,고정,dongbu_ins,4.26,4.83,4.57,30,,- 중도상환금액×3.0%× (대출잔여일수÷3년),"- 인지세 : 해당세액의 50%
- 주택채권매입비용 : 대출금액 × 120% × 1% × 채권할인율",0,
279,898MORT,프로미주택151,변동,dongbu_ins,3.76,4.46,4.24,30,,- 중도상환금액×1.5%× (대출잔여일수÷3년),"- 인지세 : 해당세액의 50%
- 주택채권매입비용 : 대출금액 × 120% × 1% × 채권할인율",0,
280,959MORT,프로미주택155,고정,dongbu_ins,4.56,5.03,4.76,30,,- 중도상환금액×3.0%× (대출잔여일수÷3년),"- 인지세 : 해당세액의 50%
- 주택채권매입비용 : 대출금액 × 120% × 1% × 채권할인율",0,
281,704MORT,프리미엄모기지론,고정,nh,3.01,4.9,3.3,30,영업점 문의 필요,"중도상환원금 × 1.4% × (잔여기간 ÷ 대출기간)
  - 대출기간 : 3년을 초과하는 경우 3년","1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료",30,3.5
282,38MORT,플러스모기지론,변동,shinhan,0.0,0.0,0.0,30,"- 거래실적: 최대 0.8% 이내 (관리비, 공과금, 체크카드, 예금 (1년제), 연금신탁, S뱅크, 마이홈앤론 주담대 우대 각 0.1%), (당행 결제 신용카드 - 체크카드 중복 불가), (급여이체 각 0.2%)
- 우량고객 감면금리: 0.2% 
- 즉시분할상환: 0.3%","중도상환금액 × 중도상환수수료율 (1.5%) × (대출잔여일수 ÷ 대출기간)
* 단, 대출잔여일수 및 대출기간은 3년을 초과하더라도 3년으로 정함","근저당권설정비용: 국민주택채권 매입비용
인지세
인지세법에 의해 대출약정 체결시 납부하는 세금으로 대출금액에 따라 세액이 차등 적용되며, 
은행과 고객이 각 50% 씩 부담합니다. (4천만원 이하: 없음, 4천 초과 5천 이하: 4만원, 5천 초과 1억 이하: 7만원, 1억 초과 10억 이하: 15만원, 10억원 초과: 35만원)
",27,3.2
283,696MORT,하나로모기지론,고정,nh,3.11,4.7,3.03,30,영업점 문의 필요,"중도상환원금 × 1.4% × (잔여기간 ÷ 대출기간)
  - 대출기간 : 3년을 초과하는 경우 3년","1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료",30,3.5
284,765MORT,"하나로아파트
담보대출",변동,hana_sb,5.36,6.39,5.92,30,영업점 문의 필요,- 2%,"- 인지세 : 
고객, 금융회사 50%씩 부담
(5,000만원 
이하는 
해당사항없음)",0,
285,46MORT,한국주택금융공사 U-보금자리론,고정,kb,0.0,0.0,0.0,30,"- 가족사랑 우대금리 연0.1% 
※ 보금자리론 신청인의 직계존비속(배우자의 직계존비속 포함)이 전세자금보증, 주택연금 중 하나를 이용하고 있는 경우
- ""안심주머니"" 앱(App.)에서 ""금리할인"" 쿠폰 발급받은 경우 0.02%p 금리우대"," 중도상환원금 x 수수료율(1.5%) x (잔존일수÷대출기간)
* 당초 대출일로부터 3년까지 상환일이 도래하기 전에 대출금을 일부 또는 전부 상환할 경우, 상환금액의 최고 1.5%로 경과기간에 따라 감소하는 중도상환수수료 부담하실 수 있습니다",,47,3.4
286,14MORT,한국주택금융공사 U-보금자리론,고정,kebhana,0.0,0.0,0.0,30,"- 가족사랑 우대금리 0.1%(u-보금자리론의 경우만 해당)
(자격조건: u-보금자리론 신청인의 직계존비속(배우자의 직계존비속 포함)이 공사의 전세자금보증,주택연금 중 하나를 이용하고 있는 경우)
- ""안심주머니"" 앱(App.)에서 ""금리할인"" 쿠폰 발급받은 경우 0.02%p 금리우대",3년 이내에 조기(중도)상환된 원금에 대하여 대출실행일로부터 경과일수별로 1.5% 한도내에서 부과,,24,3.5
287,15MORT,한국주택금융공사 아낌e-보금자리론,고정,kebhana,0.0,0.0,0.0,30,"영업점 문의 필요
",3년 이내에 조기(중도)상환된 원금에 대하여 대출실행일로부터 경과일수별로 1.5% 한도내에서 부과 ,,24,3.5
288,784MORT,한화MI아파트론15,변동,hanwha_ins,3.66,4.06,3.82,30,영업점 문의 필요,"중도상환금액 × 2% × (수수료부과 잔여일수/3년)
단, 대출금액의 30% 면제 (매년 10% 범위내)","인지세 50%, 국민주택채권 매입비용",0,
289,786MORT,한화MI아파트론16,변동,hanwha_ins,3.76,4.76,3.66,30,영업점 문의 필요,"중도상환금액 × 2% × (수수료부과 잔여일수/3년)
단, 대출금액의 30% 면제 (매년 10% 범위내)","인지세 50%, 국민주택채권 매입비용",0,
290,930MORT,한화MI하우스론16,변동,hanwha_ins,4.16,5.06,4.26,30,,"중도상환금액 × 2% × (수수료부과 잔여일수/3년)
단, 대출금액의 30% 면제 (매년 10% 범위내)","인지세 50%, 국민주택채권 매입비용",0,
291,783MORT,한화아파트론15,변동,hanwha_ins,3.16,4.36,3.56,30,영업점 문의 필요,"중도상환금액 × 2% × (수수료부과 잔여일수/3년)
단, 대출금액의 30% 면제 (매년 10% 범위내)","인지세 50%, 국민주택채권 매입비용",0,
292,785MORT,한화아파트론16,변동,hanwha_ins,3.16,4.76,3.6,30,영업점 문의 필요,"중도상환금액 × 2% × (수수료부과 잔여일수/3년)
단, 대출금액의 30% 면제 (매년 10% 범위내)","인지세 50%, 국민주택채권 매입비용",0,
293,787MORT,한화하우스론16,변동,hanwha_ins,3.56,5.06,4.15,30,영업점 문의 필요,"중도상환금액 × 2% × (수수료부과 잔여일수/3년)
단, 대출금액의 30% 면제 (매년 10% 범위내)","인지세 50%, 국민주택채권 매입비용",0,
294,714MORT,해피홈론,변동,osb_sb,4.25,9.35,5.37,30,영업점 문의 필요,"- 중도상환금액x 2% x 대출잔여일수/대출기간
- 3년 경과 후 : 없음","-인지세 : 
 해당금액의 고객과 은행이 각각 1/2부담(5천만원 이하 면제) 
-근저당권 설정 시 채권할인료 / 근저당권 해지 수수료(상환)",0,
295,775MORT,행복드림 모기지론,고정,hanwha_life,5.16,6.56,3.52,30,영업점 문의 필요,기본형(36개월이내 원금상환시 상환금액의 1.5% × 잔존일수 ÷ 36개월) 외 4개 방식,"인지세(50%) , 주택채권매입비용",1,5.0
297,813MORT,헤아림아파트론Ⅱ,변동,nh_fire,2.7,3.11,2.75,30,"영업점 문의 필요
","- 중도상환원금 X 1.4% X (잔여기간/대출기간)
- 대출일로부터 3년까지는 최초대출금액의 50%까지 면제
- 대출일로부터 3년 경과시 전액 면제","- 인지세 : 해당 세액의 50%
- 국민주택채권매입비
- 근저당권 말소비용",0,
